,FRAC1,EXQC1,NDPC1,NMSC1
1993-12-10,0.146,0.102,-0.196,0.892
1993-12-11,0.785,0.014,0.443,1.303
1993-12-12,0.723,0.196,0.832,1.034
1993-12-13,0.267,0.217,0.84,0.917
1993-12-14,0.832,0.373,0.414,0.772
1993-12-15,0.323,0.185,0.356,0.471
1993-12-16,0.274,0.054,0.612,0.178
1993-12-17,0.145,0.153,0.962,0.619
1993-12-18,0.487,0.08,-0.113,0.237
1993-12-19,0.182,0.115,0.613,0.292
1993-12-20,0.28,0.347,-0.306,1.263
1993-12-21,0.236,0.0,0.116,0.412
1993-12-22,0.284,0.139,0.281,0.572
1993-12-23,0.482,0.128,-0.177,0.373
1993-12-24,0.282,0.11,0.467,0.288
1993-12-25,0.292,0.083,0.269,0.135
1993-12-26,0.303,0.083,-0.072,0.355
1993-12-27,0.425,0.13,0.336,0.285
1993-12-28,0.403,0.144,0.45,0.284
1993-12-29,0.288,0.1,0.45,0.424
1993-12-30,0.134,0.115,0.453,0.451
1993-12-31,0.264,0.137,0.112,0.115
1994-01-01,0.45,0.12,0.262,0.254
1994-01-02,0.256,0.067,0.374,0.322
1994-01-03,0.381,0.1,0.324,0.437
1994-01-04,0.502,0.202,0.478,0.522
1994-01-05,0.599,0.048,-0.173,0.477
1994-01-06,0.444,0.145,0.279,0.447
1994-01-07,0.317,0.087,0.678,0.378
1994-01-08,0.298,0.117,0.596,0.0
1994-01-09,0.295,0.116,-0.252,0.49
1994-01-10,0.295,0.167,0.058,0.329
1994-01-11,0.299,0.108,0.565,0.251
1994-01-12,0.304,0.027,0.023,0.338
1994-01-13,0.348,0.078,0.427,0.264
1994-01-14,0.312,0.097,0.291,0.202
1994-01-15,0.289,0.092,-0.155,0.233
1994-01-16,0.326,0.086,-0.064,0.096
1994-01-17,0.212,0.095,1.058,0.293
1994-01-18,0.332,0.077,0.591,0.503
1994-01-19,0.589,0.08,-0.032,0.207
1994-01-20,0.204,0.064,0.11,0.323
1994-01-21,0.399,0.032,-0.099,0.236
1994-01-22,0.271,0.276,0.158,0.377
1994-01-23,0.601,0.258,0.109,0.351
1994-01-24,0.697,0.552,1.073,0.701
1994-01-25,0.544,0.32,0.482,0.578
1994-01-26,0.52,0.138,0.969,0.433
1994-01-27,0.454,0.237,0.35,0.436
1994-01-28,0.316,0.135,0.421,0.233
1994-01-29,0.315,0.076,0.418,0.142
1994-01-30,0.311,0.146,0.539,0.189
1994-01-31,0.303,0.141,0.35,0.158
1994-02-01,0.411,0.147,0.149,0.176
1994-02-02,0.386,0.081,0.329,0.153
1994-02-03,0.249,0.106,0.398,0.439
1994-02-04,0.568,0.157,0.181,0.188
1994-02-05,0.346,0.119,-0.129,0.113
1994-02-06,0.345,0.243,0.223,0.231
1994-02-07,1.231,2.514,0.746,0.859
1994-02-08,1.153,1.036,2.501,1.077
1994-02-09,0.646,0.454,3.497,0.594
1994-02-10,0.751,0.292,1.308,0.535
1994-02-11,0.619,0.356,1.104,0.591
1994-02-12,0.449,0.17,0.404,0.237
1994-02-13,0.502,0.252,0.525,0.421
1994-02-14,0.243,0.196,0.563,0.405
1994-02-15,0.71,0.196,0.594,0.313
1994-02-16,0.7,0.151,0.192,0.493
1994-02-17,1.904,1.012,1.464,0.561
1994-02-18,0.682,0.829,1.301,0.934
1994-02-19,0.957,0.697,1.19,0.574
1994-02-20,0.94,0.605,1.317,0.898
1994-02-21,0.906,0.553,0.814,0.654
1994-02-22,0.772,0.371,1.164,0.604
1994-02-23,0.814,0.308,0.433,0.598
1994-02-24,0.931,0.407,0.842,0.415
1994-02-25,0.781,0.434,0.86,0.561
1994-02-26,0.814,0.46,1.088,0.44
1994-02-27,1.134,0.534,1.205,0.642
1994-02-28,1.042,0.347,1.271,0.756
1994-03-01,0.966,0.501,0.874,0.755
1994-03-02,1.007,0.386,1.673,0.742
1994-03-03,1.161,0.497,1.58,0.577
1994-03-04,1.209,0.551,1.242,0.659
1994-03-05,1.392,0.684,2.21,0.649
1994-03-06,1.507,0.691,1.982,0.72
1994-03-07,1.174,0.528,1.756,0.825
1994-03-08,1.148,0.522,1.751,0.723
1994-03-09,1.09,0.661,1.725,0.636
1994-03-10,1.27,0.558,1.794,0.455
1994-03-11,1.197,0.572,1.946,0.578
1994-03-12,1.063,0.55,1.161,0.727
1994-03-13,1.102,0.506,1.981,0.552
1994-03-14,1.32,0.575,1.125,0.877
1994-03-15,1.174,0.683,2.478,0.842
1994-03-16,1.641,0.834,1.679,0.836
1994-03-17,1.338,0.661,2.156,0.797
1994-03-18,1.356,0.619,1.531,0.775
1994-03-19,1.355,0.64,1.983,0.57
1994-03-20,1.203,0.634,1.389,0.572
1994-03-21,1.073,0.612,1.952,0.661
1994-03-22,1.329,0.59,1.664,0.64
1994-03-23,1.072,0.546,1.88,0.695
1994-03-24,1.292,0.505,1.004,0.602
1994-03-25,0.723,0.472,1.545,0.648
1994-03-26,1.226,0.457,1.302,0.49
1994-03-27,1.079,0.466,1.373,0.421
1994-03-28,1.173,0.579,2.1,0.836
1994-03-29,1.369,0.65,1.566,0.56
1994-03-30,1.384,0.594,1.748,0.766
1994-03-31,1.644,0.853,1.922,0.924
1994-04-01,1.855,0.915,2.416,1.005
1994-04-02,2.081,1.022,2.332,0.899
1994-04-03,2.029,1.107,2.615,1.067
1994-04-04,1.602,0.92,2.698,1.121
1994-04-05,1.532,0.765,2.359,1.124
1994-04-06,1.574,0.758,2.225,0.755
1994-04-07,1.438,0.743,1.366,0.498
1994-04-08,1.451,0.832,1.932,0.815
1994-04-09,1.549,0.731,1.999,0.996
1994-04-10,1.439,0.671,2.267,0.864
1994-04-11,1.034,0.633,1.824,1.138
1994-04-12,1.568,0.669,1.385,0.886
1994-04-13,1.719,0.791,1.906,1.019
1994-04-14,2.173,1.104,2.229,1.25
1994-04-15,2.643,1.508,2.945,1.288
1994-04-16,3.114,1.806,3.733,1.26
1994-04-17,3.285,1.977,4.281,1.374
1994-04-18,4.028,2.214,3.864,1.396
1994-04-19,4.395,2.605,6.521,1.358
1994-04-20,4.863,2.742,6.352,1.939
1994-04-21,4.731,2.521,6.171,1.958
1994-04-22,4.631,2.222,5.187,1.615
1994-04-23,3.464,2.11,4.443,1.436
1994-04-24,3.245,1.446,3.757,1.389
1994-04-25,2.759,1.45,3.604,1.883
1994-04-26,2.487,1.187,3.488,1.448
1994-04-27,2.336,1.095,2.301,1.337
1994-04-28,1.797,1.017,2.739,1.207
1994-04-29,2.595,1.023,2.303,0.457
1994-04-30,2.149,1.051,2.51,1.116
1994-05-01,2.585,1.097,2.932,1.0
1994-05-02,2.373,1.211,2.663,1.358
1994-05-03,3.005,1.422,3.526,1.491
1994-05-04,3.613,1.761,3.293,1.41
1994-05-05,4.018,2.183,4.418,1.577
1994-05-06,4.071,1.959,4.706,1.502
1994-05-07,3.433,1.838,4.102,1.333
1994-05-08,2.955,1.576,3.916,1.065
1994-05-09,3.166,1.709,3.843,1.127
1994-05-10,4.185,2.13,4.073,2.304
1994-05-11,5.458,2.738,6.267,1.954
1994-05-12,6.952,3.153,6.308,1.934
1994-05-13,6.785,3.07,7.369,1.893
1994-05-14,6.812,2.862,6.264,1.778
1994-05-15,6.381,2.63,6.342,1.637
1994-05-16,4.722,1.914,4.801,1.035
1994-05-17,3.438,1.608,3.206,1.236
1994-05-18,3.348,1.407,3.727,1.489
1994-05-19,2.676,1.342,3.455,1.298
1994-05-20,2.736,1.251,3.093,1.351
1994-05-21,2.686,1.252,3.996,1.408
1994-05-22,2.62,1.261,3.519,1.298
1994-05-23,3.443,1.304,3.72,1.355
1994-05-24,4.467,1.526,4.556,1.317
1994-05-25,4.337,1.686,4.106,1.726
1994-05-26,2.746,1.707,4.696,1.582
1994-05-27,5.571,1.781,4.765,2.021
1994-05-28,4.098,1.621,5.418,1.773
1994-05-29,5.439,1.535,3.941,1.783
1994-05-30,5.056,1.539,5.037,1.669
1994-05-31,6.819,2.897,6.316,1.393
1994-06-01,4.738,1.902,5.35,1.419
1994-06-02,4.876,1.595,4.354,1.319
1994-06-03,5.043,1.471,4.186,1.12
1994-06-04,4.315,1.287,3.953,1.11
1994-06-05,3.824,1.109,2.862,0.91
1994-06-06,3.796,1.003,2.884,1.499
1994-06-07,2.98,0.916,3.059,0.99
1994-06-08,3.053,0.761,2.363,0.99
1994-06-09,3.309,0.876,2.686,0.98
1994-06-10,3.452,0.781,2.226,1.13
1994-06-11,3.569,0.83,2.066,1.01
1994-06-12,3.628,0.872,2.828,0.72
1994-06-13,3.252,0.716,2.298,0.76
1994-06-14,2.896,0.638,1.725,0.76
1994-06-15,3.065,0.502,1.807,0.65
1994-06-16,1.859,0.563,1.286,0.34
1994-06-17,1.811,0.43,1.199,0.62
1994-06-18,1.764,0.394,1.101,0.69
1994-06-19,1.65,0.309,1.196,0.63
1994-06-20,1.716,0.328,0.829,0.54
1994-06-21,1.767,0.326,1.038,0.53
1994-06-22,1.799,0.29,1.176,0.61
1994-06-23,1.354,0.267,0.338,0.15
1994-06-24,1.484,0.261,1.118,0.67
1994-06-25,1.425,0.155,0.4,0.5
1994-06-26,2.623,0.3,1.254,0.49
1994-06-27,1.308,0.161,0.588,0.51
1994-06-28,1.232,0.213,0.557,0.63
1994-06-29,1.333,0.168,0.622,0.52
1994-06-30,1.227,0.249,0.651,0.44
1994-07-01,1.094,0.176,0.553,0.46
1994-07-02,1.054,0.188,0.665,0.38
1994-07-03,0.862,0.138,0.559,0.35
1994-07-04,0.802,0.086,0.301,0.27
1994-07-05,0.986,0.093,0.869,0.29
1994-07-06,0.578,0.094,0.199,0.46
1994-07-07,0.941,0.065,0.167,0.37
1994-07-08,0.732,0.092,0.75,0.49
1994-07-09,0.817,0.037,0.442,0.39
1994-07-10,0.546,0.069,0.234,0.22
1994-07-11,0.347,0.023,0.913,0.2
1994-07-12,0.875,0.051,-0.195,0.06
1994-07-13,0.448,0.096,0.199,0.26
1994-07-14,0.619,0.0,0.344,0.3
1994-07-15,0.454,0.0,0.556,0.33
1994-07-16,0.612,0.055,0.239,0.41
1994-07-17,0.497,0.066,0.194,0.2
1994-07-18,0.549,0.269,0.213,0.04
1994-07-19,0.392,0.041,0.519,0.39
1994-07-20,0.413,0.091,-0.062,0.2
1994-07-21,0.722,0.041,0.132,0.16
1994-07-22,0.527,0.091,0.923,0.49
1994-07-23,0.375,0.067,0.265,0.2
1994-07-24,0.454,0.109,-0.006,0.19
1994-07-25,0.435,0.048,0.334,0.09
1994-07-26,0.333,0.026,0.428,0.09
1994-07-27,0.431,0.0,0.694,0.26
1994-07-28,0.395,0.079,0.253,0.27
1994-07-29,0.144,0.0,0.397,0.46
1994-07-30,0.307,0.075,-0.114,0.21
1994-07-31,0.258,0.0,0.811,0.13
1994-08-01,0.377,0.0,0.103,0.03
1994-08-02,0.297,0.059,0.337,0.33
1994-08-03,0.404,0.034,-0.101,0.41
1994-08-04,0.255,0.008,0.337,0.1
1994-08-05,0.264,0.0,0.458,0.43
1994-08-06,0.34,0.0,0.17,0.28
1994-08-07,0.254,0.002,0.311,0.19
1994-08-08,0.147,0.0,-0.177,0.22
1994-08-09,0.256,0.0,0.488,0.33
1994-08-10,0.249,0.0,0.341,0.25
1994-08-11,0.138,0.007,0.141,0.1
1994-08-12,0.285,0.01,0.141,0.38
1994-08-13,0.315,0.0,0.198,0.31
1994-08-14,0.19,0.0,0.117,0.25
1994-08-15,0.294,0.011,0.519,0.2
1994-08-16,0.248,0.0,0.321,0.37
1994-08-17,0.212,0.0,-0.006,0.21
1994-08-18,0.249,0.0,0.511,0.31
1994-08-19,0.295,0.009,-0.056,0.35
1994-08-20,0.267,0.0,0.309,0.2
1994-08-21,0.132,0.0,0.271,0.11
1994-08-22,0.2,0.0,0.066,0.22
1994-08-23,0.291,0.0,0.082,0.24
1994-08-24,0.248,0.0,-0.032,0.33
1994-08-25,0.16,0.002,0.611,0.09
1994-08-26,0.26,0.0,0.279,0.29
1994-08-27,0.244,0.005,0.213,0.04
1994-08-28,0.172,0.023,0.532,0.14
1994-08-29,0.066,0.0,0.019,0.28
1994-08-30,0.118,0.0,0.337,0.33
1994-08-31,0.272,0.0,0.249,0.29
1994-09-01,0.123,0.0,-0.016,0.42
1994-09-02,0.211,0.0,0.078,0.19
1994-09-03,0.13,0.005,0.292,0.2
1994-09-04,0.171,0.003,0.141,0.22
1994-09-05,0.131,0.0,0.101,0.11
1994-09-06,0.056,0.007,0.264,0.14
1994-09-07,0.061,0.0,-0.53,0.23
1994-09-08,0.064,0.0,0.425,0.29
1994-09-09,0.093,0.0,-0.064,0.2
1994-09-10,0.103,0.006,-0.294,0.22
1994-09-11,0.068,0.0,0.733,0.2
1994-09-12,0.24,0.017,0.263,0.17
1994-09-13,0.102,0.0,0.158,0.19
1994-09-14,0.294,0.002,0.089,0.22
1994-09-15,0.085,0.022,0.302,0.31
1994-09-16,0.04,0.017,0.707,0.23
1994-09-17,0.077,0.0,-0.017,0.26
1994-09-18,0.055,0.057,0.487,0.2
1994-09-19,0.161,0.0,-0.059,0.27
1994-09-20,0.072,0.044,0.264,0.38
1994-09-21,0.083,0.003,0.119,0.36
1994-09-22,0.025,0.032,-0.054,0.51
1994-09-23,0.239,0.0,0.014,0.43
1994-09-24,0.218,0.04,0.14,0.23
1994-09-25,0.103,0.0,-0.123,0.24
1994-09-26,0.094,0.0,0.457,0.37
1994-09-27,0.135,0.029,-0.428,0.39
1994-09-28,0.658,0.053,-0.001,0.23
1994-09-29,1.309,0.0,-0.162,0.48
1994-09-30,0.53,0.087,0.407,0.35
1994-10-01,0.5,0.016,0.283,0.21
1994-10-02,0.514,0.06,0.006,0.17
1994-10-03,0.521,0.033,-0.403,0.11
1994-10-04,1.393,0.136,0.515,0.79
1994-10-05,2.223,0.38,0.774,0.48
1994-10-06,1.116,0.25,0.65,0.42
1994-10-07,1.033,0.206,0.619,0.41
1994-10-08,1.036,0.183,-0.087,0.25
1994-10-09,0.928,0.221,0.372,0.15
1994-10-10,0.943,0.214,-0.058,0.22
1994-10-11,1.061,0.216,0.298,0.19
1994-10-12,0.645,0.245,0.063,0.29
1994-10-13,0.969,0.204,0.165,0.1
1994-10-14,0.582,0.179,-0.127,0.12
1994-10-15,0.384,0.14,-0.252,0.28
1994-10-16,0.556,0.155,-1.078,0.13
1994-10-17,0.531,0.126,0.377,0.26
1994-10-18,0.391,0.128,0.209,0.31
1994-10-19,0.328,0.109,-0.401,0.23
1994-10-20,0.385,0.228,-0.14,0.25
1994-10-21,0.495,0.214,-0.283,0.381
1994-10-22,0.362,0.2,0.113,0.09
1994-10-23,0.274,0.107,0.684,0.17
1994-10-24,0.399,0.102,0.324,0.01
1994-10-25,0.263,0.066,-0.533,0.27
1994-10-26,0.363,0.114,0.257,0.38
1994-10-27,0.371,0.131,-0.009,0.24
1994-10-28,0.347,0.099,0.103,0.38
1994-10-29,0.217,0.098,0.22,0.31
1994-10-30,0.183,0.023,0.647,0.22
1994-10-31,0.431,0.064,0.028,0.21
1994-11-01,0.301,0.085,-0.46,0.4
1994-11-02,0.216,0.077,-0.348,0.22
1994-11-03,0.231,0.058,0.201,0.26
1994-11-04,0.339,0.119,0.13,0.28
1994-11-05,0.651,0.3,4.464,0.5
1994-11-06,2.536,1.151,7.239,0.87
1994-11-07,1.304,0.906,1.101,0.71
1994-11-08,0.973,0.588,-0.463,0.52
1994-11-09,1.235,0.505,1.612,0.65
1994-11-10,0.893,0.46,0.788,0.49
1994-11-11,0.515,0.358,1.431,0.34
1994-11-12,0.008,0.344,0.865,0.31
1994-11-13,0.435,0.306,0.436,0.33
1994-11-14,1.576,0.363,0.254,0.49
1994-11-15,0.765,0.271,1.575,0.49
1994-11-16,0.6,0.317,-0.023,0.39
1994-11-17,0.703,0.308,1.372,0.94
1994-11-18,0.864,0.269,0.823,0.356
1994-11-19,0.55,0.308,0.633,0.35
1994-11-20,0.734,0.294,0.879,0.34
1994-11-21,0.523,0.297,0.732,0.36
1994-11-22,0.547,0.293,0.846,0.13
1994-11-23,0.488,0.287,0.365,0.34
1994-11-24,0.449,0.316,0.788,0.25
1994-11-25,1.203,0.416,0.92,0.62
1994-11-26,1.029,0.45,1.673,0.5
1994-11-27,0.592,0.423,0.584,0.4
1994-11-28,0.931,0.384,0.834,0.49
1994-11-29,0.385,0.386,0.786,0.47
1994-11-30,0.921,0.383,1.444,0.37
1994-12-01,0.375,0.42,0.4,0.499
1994-12-02,0.981,0.434,1.508,0.496
1994-12-03,0.875,0.447,0.969,0.502
1994-12-04,0.866,0.447,1.113,0.497
1994-12-05,0.617,0.497,1.267,0.654
1994-12-06,0.688,0.339,1.561,0.635
1994-12-07,0.806,0.444,0.905,0.622
1994-12-08,0.661,0.365,1.019,0.534
1994-12-09,0.603,0.391,0.821,0.487
1994-12-10,0.668,0.326,0.637,0.6
1994-12-11,0.557,0.302,1.059,0.884
1994-12-12,0.668,0.436,0.834,0.713
1994-12-13,0.8,0.327,0.823,0.748
1994-12-14,0.735,0.314,0.899,0.758
1994-12-15,0.713,0.338,0.741,0.657
1994-12-16,0.647,0.327,0.876,0.604
1994-12-17,0.779,0.36,0.793,0.629
1994-12-18,0.744,0.347,0.714,0.49
1994-12-19,0.741,0.331,0.754,0.502
1994-12-20,0.709,0.331,0.976,0.617
1994-12-21,0.589,0.331,0.244,0.593
1994-12-22,0.815,0.332,1.254,0.698
1994-12-23,0.831,0.36,0.574,0.746
1994-12-24,1.169,0.758,2.309,0.712
1994-12-25,1.142,0.625,0.827,0.552
1994-12-26,1.139,0.487,0.829,0.442
1994-12-27,0.922,0.497,0.939,0.592
1994-12-28,1.1,0.483,1.33,0.668
1994-12-29,0.931,0.459,1.253,0.586
1994-12-30,0.908,0.432,0.702,0.85
1994-12-31,0.775,0.391,1.14,0.304
1995-01-01,0.881,0.371,0.239,0.396
1995-01-02,0.882,0.39,0.875,0.335
1995-01-03,0.817,0.334,1.149,0.622
1995-01-04,2.166,2.542,1.32,1.194
1995-01-05,3.281,3.535,5.304,2.738
1995-01-06,1.522,1.429,2.605,1.57
1995-01-07,2.728,2.474,3.506,1.706
1995-01-08,1.94,1.464,2.919,1.592
1995-01-09,3.029,2.94,4.673,2.639
1995-01-10,13.793,11.096,17.519,9.208
1995-01-11,8.378,4.694,12.265,6.028
1995-01-12,5.848,3.714,6.787,3.514
1995-01-13,5.5,3.278,7.897,5.336
1995-01-14,5.914,8.36,13.673,9.704
1995-01-15,6.815,5.737,13.988,6.913
1995-01-16,4.055,3.17,6.838,3.997
1995-01-17,3.82,2.451,4.042,2.812
1995-01-18,2.332,1.717,3.494,2.939
1995-01-19,2.211,1.53,2.781,2.166
1995-01-20,1.963,1.278,2.707,1.98
1995-01-21,1.679,1.16,2.152,1.27
1995-01-22,2.088,1.251,2.165,1.517
1995-01-23,3.666,2.246,3.445,2.23
1995-01-24,4.796,6.966,7.313,3.707
1995-01-25,4.633,6.754,9.373,5.078
1995-01-26,3.469,4.758,6.81,3.639
1995-01-27,3.395,5.697,9.504,5.661
1995-01-28,2.359,3.485,5.977,3.437
1995-01-29,2.191,2.181,4.525,2.624
1995-01-30,2.226,2.293,4.301,2.713
1995-01-31,2.066,1.78,3.866,2.476
1995-02-01,2.538,1.624,3.983,2.727
1995-02-02,2.041,1.706,3.392,2.622
1995-02-03,2.348,1.532,3.181,2.375
1995-02-04,2.268,1.458,3.834,2.191
1995-02-05,2.151,1.409,3.13,1.989
1995-02-06,2.477,1.392,2.931,2.492
1995-02-07,1.91,1.254,3.068,2.194
1995-02-08,2.577,1.264,2.9,2.243
1995-02-09,2.164,1.211,2.693,2.128
1995-02-10,2.389,1.082,2.246,2.041
1995-02-11,2.319,1.05,2.157,1.514
1995-02-12,2.298,1.099,1.95,1.397
1995-02-13,0.755,1.226,2.251,2.136
1995-02-14,2.941,1.285,2.989,1.984
1995-02-15,2.058,1.057,2.02,1.86
1995-02-16,2.199,1.044,1.738,1.014
1995-02-17,1.529,0.923,1.23,2.84
1995-02-18,1.639,0.921,1.913,1.721
1995-02-19,1.713,0.964,2.102,1.125
1995-02-20,1.906,1.057,2.372,1.309
1995-02-21,2.07,1.274,1.717,1.935
1995-02-22,2.28,1.236,2.515,2.073
1995-02-23,2.365,1.292,2.487,2.182
1995-02-24,2.6,1.291,3.446,2.037
1995-02-25,2.369,1.32,3.173,1.669
1995-02-26,2.407,1.345,3.181,1.839
1995-02-27,2.585,1.434,2.783,2.096
1995-02-28,2.585,1.322,2.847,2.157
1995-03-01,2.564,1.335,2.714,2.143
1995-03-02,2.586,1.327,3.233,2.259
1995-03-03,4.756,2.86,6.579,4.419
1995-03-04,3.862,2.154,5.473,3.248
1995-03-05,3.313,1.79,3.572,2.424
1995-03-06,2.94,1.56,3.178,2.27
1995-03-07,2.884,1.45,2.899,2.592
1995-03-08,2.637,1.453,2.396,2.058
1995-03-09,8.25,11.92,13.502,8.569
1995-03-10,39.333,38.212,47.141,24.017
1995-03-11,28.159,16.763,38.869,20.431
1995-03-12,11.513,8.341,15.749,10.209
1995-03-13,9.059,5.754,9.209,8.046
1995-03-14,8.217,4.798,7.479,6.583
1995-03-15,7.157,4.25,8.614,5.78
1995-03-16,6.219,3.825,7.374,5.272
1995-03-17,5.659,3.396,6.153,4.724
1995-03-18,5.95,3.557,5.535,5.081
1995-03-19,5.834,3.693,8.249,5.13
1995-03-20,8.845,7.357,9.012,6.551
1995-03-21,11.379,7.446,13.383,7.25
1995-03-22,9.09,10.19,13.455,7.617
1995-03-23,13.117,9.223,13.9,8.356
1995-03-24,7.177,5.749,8.92,5.575
1995-03-25,6.446,4.454,7.163,4.692
1995-03-26,5.445,3.773,5.721,4.149
1995-03-27,4.783,3.291,6.2,3.687
1995-03-28,4.429,3.065,6.063,4.271
1995-03-29,4.236,2.842,4.009,3.629
1995-03-30,4.4,2.673,4.531,3.202
1995-03-31,4.512,2.786,2.158,3.47
1995-04-01,4.618,2.888,7.433,3.77
1995-04-02,4.646,2.629,6.635,3.226
1995-04-03,4.699,2.799,5.092,3.552
1995-04-04,5.786,3.137,5.496,4.056
1995-04-05,6.251,3.388,5.915,4.376
1995-04-06,6.636,3.389,6.691,3.967
1995-04-07,6.338,3.72,7.66,5.626
1995-04-08,6.182,3.252,7.61,5.761
1995-04-09,5.573,2.866,6.049,4.768
1995-04-10,1.856,2.758,5.579,3.227
1995-04-11,5.171,2.928,4.796,4.12
1995-04-12,5.834,3.313,5.324,4.306
1995-04-13,6.597,3.861,7.431,4.784
1995-04-14,5.381,3.205,6.864,4.119
1995-04-15,4.687,2.905,5.978,3.742
1995-04-16,4.327,2.554,5.048,3.438
1995-04-17,4.232,2.559,4.631,3.188
1995-04-18,4.141,2.428,4.759,3.127
1995-04-19,3.785,2.305,4.126,3.126
1995-04-20,4.098,2.427,3.683,2.942
1995-04-21,3.915,2.19,4.579,2.97
1995-04-22,3.568,2.223,3.78,2.912
1995-04-23,3.976,2.338,3.926,3.014
1995-04-24,4.9,2.879,4.868,3.396
1995-04-25,5.924,3.551,6.146,3.836
1995-04-26,6.464,3.999,6.951,4.058
1995-04-27,7.317,4.451,8.473,4.91
1995-04-28,7.577,4.538,11.984,7.084
1995-04-29,10.483,10.053,16.594,11.399
1995-04-30,21.95,12.455,22.311,11.924
1995-05-01,20.568,13.235,26.768,21.777
1995-05-02,15.265,9.216,19.496,13.982
1995-05-03,11.357,7.245,12.524,6.471
1995-05-04,10.771,6.744,10.408,9.297
1995-05-05,10.076,6.409,11.494,7.567
1995-05-06,8.994,5.443,9.397,6.794
1995-05-07,7.144,4.758,7.878,5.809
1995-05-08,7.361,4.73,6.502,5.511
1995-05-09,7.214,4.616,7.197,5.244
1995-05-10,8.334,4.875,8.025,5.465
1995-05-11,9.063,5.385,8.401,5.202
1995-05-12,9.224,5.274,8.784,5.29
1995-05-13,8.311,5.13,10.177,5.876
1995-05-14,7.617,4.186,7.533,5.058
1995-05-15,6.499,3.958,7.309,4.892
1995-05-16,6.16,3.56,6.392,4.626
1995-05-17,6.345,3.706,6.154,4.913
1995-05-18,7.69,4.616,7.456,4.878
1995-05-19,9.435,6.012,9.785,5.421
1995-05-20,11.858,7.05,11.285,5.993
1995-05-21,13.246,7.61,12.251,6.357
1995-05-22,12.639,6.958,12.518,6.309
1995-05-23,11.044,6.12,11.003,6.114
1995-05-24,10.471,5.631,10.264,6.204
1995-05-25,8.667,4.982,9.561,5.558
1995-05-26,8.96,5.506,9.102,5.762
1995-05-27,10.642,6.611,10.635,6.191
1995-05-28,11.726,6.996,12.398,6.421
1995-05-29,12.942,7.972,12.699,6.782
1995-05-30,14.439,8.43,13.897,7.426
1995-05-31,15.48,9.327,14.561,7.937
1995-06-01,16.911,9.608,14.719,9.025
1995-06-02,15.444,9.145,18.019,9.014
1995-06-03,15.553,9.238,14.824,8.532
1995-06-04,18.092,10.348,15.848,8.497
1995-06-05,18.878,9.92,17.867,8.301
1995-06-06,15.28,7.591,14.805,6.906
1995-06-07,11.647,5.878,10.162,6.18
1995-06-08,9.315,4.801,7.912,5.171
1995-06-09,9.005,4.849,7.129,4.607
1995-06-10,10.917,6.561,8.354,5.398
1995-06-11,14.988,8.474,12.226,6.391
1995-06-12,17.498,9.407,15.757,7.386
1995-06-13,17.619,9.377,16.158,7.547
1995-06-14,17.407,8.883,15.717,7.111
1995-06-15,14.06,8.164,14.566,6.888
1995-06-16,11.482,5.678,10.443,5.64
1995-06-17,9.434,4.748,7.534,4.786
1995-06-18,9.545,5.071,7.019,4.826
1995-06-19,10.481,5.934,9.39,5.125
1995-06-20,11.268,6.064,9.995,5.209
1995-06-21,11.399,6.099,9.866,5.874
1995-06-22,12.739,7.058,10.855,5.231
1995-06-23,14.733,8.055,12.718,5.802
1995-06-24,17.929,9.372,15.509,6.784
1995-06-25,19.824,10.171,16.617,7.821
1995-06-26,17.894,9.144,18.675,7.636
1995-06-27,18.165,9.329,16.89,7.071
1995-06-28,18.97,9.616,17.991,7.327
1995-06-29,19.543,9.291,16.753,7.133
1995-06-30,18.115,8.902,14.997,7.052
1995-07-01,16.807,7.886,16.834,6.735
1995-07-02,15.688,7.5,13.778,6.302
1995-07-03,15.953,7.261,14.013,6.359
1995-07-04,15.959,7.236,13.312,5.71
1995-07-05,16.667,7.739,12.909,6.102
1995-07-06,17.931,8.542,14.908,6.363
1995-07-07,17.334,8.094,16.644,6.873
1995-07-08,17.408,8.123,15.816,6.885
1995-07-09,20.092,9.516,17.98,6.929
1995-07-10,17.521,7.624,16.472,6.489
1995-07-11,14.432,6.05,12.66,5.623
1995-07-12,11.853,5.023,10.286,4.864
1995-07-13,9.904,4.5,8.788,4.393
1995-07-14,9.725,4.284,8.63,4.286
1995-07-15,10.341,4.307,8.617,3.991
1995-07-16,11.155,4.351,8.326,4.17
1995-07-17,12.365,4.976,9.448,3.711
1995-07-18,12.732,4.692,9.461,3.364
1995-07-19,11.002,4.014,8.838,3.254
1995-07-20,9.892,3.653,8.575,3.176
1995-07-21,9.815,3.48,8.138,2.897
1995-07-22,9.057,3.368,7.445,2.704
1995-07-23,8.695,3.015,6.853,2.316
1995-07-24,8.1,2.8,7.041,2.581
1995-07-25,7.831,2.862,6.259,2.537
1995-07-26,7.45,2.435,5.952,2.255
1995-07-27,7.608,2.447,6.257,2.726
1995-07-28,8.452,2.639,6.309,2.59
1995-07-29,9.66,2.967,7.001,2.668
1995-07-30,9.165,2.814,8.83,2.328
1995-07-31,8.384,2.257,6.516,2.67
1995-08-01,7.415,1.995,5.333,2.265
1995-08-02,7.795,1.936,4.738,1.95
1995-08-03,6.036,1.842,4.62,1.933
1995-08-04,6.739,1.65,4.152,1.97
1995-08-05,6.479,1.707,4.624,1.758
1995-08-06,6.249,1.68,4.456,1.822
