,FRAC1,EXQC1,NDPC1,NMSC1
2005-12-01,1.602,1.064,5.304,2.287
2005-12-02,5.479,2.134,7.606,3.796
2005-12-03,-0.021,0.666,1.627,0.861
2005-12-04,1.054,0.47,1.38,0.653
2005-12-05,0.752,0.353,0.725,0.426
2005-12-06,0.494,0.341,0.876,0.568
2005-12-07,0.424,0.293,1.036,0.568
2005-12-08,0.762,0.268,0.404,0.815
2005-12-09,0.838,0.35,0.915,0.503
2005-12-10,0.576,0.252,0.962,0.306
2005-12-11,0.562,0.188,0.649,0.378
2005-12-12,0.672,0.205,0.487,0.378
2005-12-13,0.642,0.2,0.198,0.192
2005-12-14,0.365,0.217,0.13,0.202
2005-12-15,0.628,0.243,0.533,0.383
2005-12-16,0.427,0.19,0.21,0.457
2005-12-17,0.479,0.348,0.455,0.507
2005-12-18,1.976,0.813,3.065,2.343
2005-12-19,1.973,0.913,3.762,2.259
2005-12-20,1.328,0.657,1.948,1.801
2005-12-21,1.15,0.665,1.992,2.134
2005-12-22,1.385,1.358,7.261,7.088
2005-12-23,1.769,1.404,5.893,5.824
2005-12-24,1.233,0.961,3.163,2.959
2005-12-25,1.123,1.404,3.467,2.827
2005-12-26,2.028,1.97,6.444,5.269
2005-12-27,1.465,1.082,2.813,2.097
2005-12-28,3.003,1.742,7.675,6.764
2005-12-29,2.327,1.789,5.534,4.819
2005-12-30,1.776,1.973,7.926,5.723
2005-12-31,16.968,14.99,43.433,40.465
2006-01-01,6.369,4.938,12.109,10.331
2006-01-02,16.791,14.867,21.732,16.806
2006-01-03,6.966,4.641,9.985,7.893
2006-01-04,4.345,2.81,5.549,5.439
2006-01-05,3.782,2.442,5.171,4.253
2006-01-06,2.447,1.867,4.136,4.103
2006-01-07,2.5,1.7,4.255,3.87
2006-01-08,2.281,1.473,3.647,3.122
2006-01-09,1.958,1.303,2.993,3.707
2006-01-10,1.834,1.2,2.689,2.647
2006-01-11,1.713,1.128,2.089,2.812
2006-01-12,1.461,1.146,2.275,2.683
2006-01-13,1.37,1.189,2.65,2.406
2006-01-14,2.674,1.659,3.411,3.257
2006-01-15,1.898,1.485,3.105,2.653
2006-01-16,1.88,1.201,2.357,2.452
2006-01-17,1.734,1.305,2.512,2.23
2006-01-18,2.328,1.895,4.014,3.488
2006-01-19,1.69,1.723,3.038,2.374
2006-01-20,1.527,1.303,2.309,2.053
2006-01-21,1.528,1.306,2.462,1.384
2006-01-22,1.589,0.877,1.959,1.895
2006-01-23,1.585,1.037,1.187,1.806
2006-01-24,1.252,0.976,1.867,1.801
2006-01-25,1.27,0.999,1.612,1.71
2006-01-26,1.302,0.973,1.253,1.105
2006-01-27,1.152,0.908,1.511,1.105
2006-01-28,1.203,0.9,1.652,1.471
2006-01-29,1.161,0.799,1.981,1.437
2006-01-30,1.136,0.879,1.696,2.08
2006-01-31,1.496,0.826,2.158,1.679
2006-02-01,1.635,0.907,2.133,1.812
2006-02-02,1.485,0.942,2.626,2.919
2006-02-03,1.582,1.168,3.779,3.188
2006-02-04,1.534,1.005,2.579,2.467
2006-02-05,1.742,0.965,2.568,2.351
2006-02-06,1.407,0.846,1.721,2.261
2006-02-07,1.465,0.844,1.791,2.081
2006-02-08,1.367,0.879,2.022,1.772
2006-02-09,1.202,0.854,1.969,1.844
2006-02-10,1.426,0.867,1.939,1.826
2006-02-11,1.379,0.851,1.786,1.614
2006-02-12,1.379,1.228,2.223,1.507
2006-02-13,1.642,0.815,1.912,1.884
2006-02-14,1.826,0.975,2.064,1.802
2006-02-15,1.482,0.943,1.63,1.704
2006-02-16,1.348,0.815,1.532,1.727
2006-02-17,1.447,0.782,1.8,1.446
2006-02-18,1.548,0.833,0.975,1.343
2006-02-19,1.443,0.786,1.573,1.555
2006-02-20,1.18,0.721,1.515,1.346
2006-02-21,1.177,0.935,0.878,1.33
2006-02-22,1.086,0.768,1.395,1.121
2006-02-23,0.99,0.41,1.253,1.39
2006-02-24,1.352,0.712,1.072,1.366
2006-02-25,1.409,0.691,0.899,1.014
2006-02-26,1.193,0.739,1.375,1.281
2006-02-27,4.26,4.209,10.28,6.532
2006-02-28,16.229,8.331,22.016,17.327
2006-03-01,5.822,3.631,7.808,6.459
2006-03-02,4.165,2.821,5.694,5.224
2006-03-03,4.614,3.792,6.247,6.222
2006-03-04,3.463,2.826,4.385,3.938
2006-03-05,3.226,2.663,4.326,3.52
2006-03-06,4.042,3.196,5.931,4.441
2006-03-07,3.508,3.704,4.649,3.843
2006-03-08,2.836,2.457,4.128,3.286
2006-03-09,2.719,2.207,3.26,3.097
2006-03-10,2.952,2.064,3.985,3.129
2006-03-11,2.565,1.851,3.952,3.459
2006-03-12,2.334,1.772,2.805,3.428
2006-03-13,2.104,1.413,3.114,2.545
2006-03-14,2.475,1.4,4.529,4.097
2006-03-15,2.172,1.754,3.531,2.977
2006-03-16,1.956,1.897,2.891,2.791
2006-03-17,2.5,2.15,6.107,3.272
2006-03-18,2.489,2.377,3.879,2.756
2006-03-19,2.286,1.965,3.337,2.279
2006-03-20,2.567,2.343,3.782,3.179
2006-03-21,2.378,2.082,3.457,2.599
2006-03-22,2.342,1.971,2.519,2.592
2006-03-23,2.102,1.749,3.166,2.226
2006-03-24,2.407,2.033,3.122,2.282
2006-03-25,3.835,3.068,9.058,6.595
2006-03-26,3.421,2.878,5.749,4.532
2006-03-27,3.006,3.0,5.412,3.895
2006-03-28,5.322,3.082,7.746,7.173
2006-03-29,5.769,4.21,7.025,5.092
2006-03-30,4.402,3.28,5.345,3.828
2006-03-31,4.057,4.332,6.689,6.099
2006-04-01,4.762,4.451,7.224,5.653
2006-04-02,3.779,4.991,5.318,4.269
2006-04-03,16.715,14.978,20.48,13.495
2006-04-04,25.796,17.901,34.098,23.417
2006-04-05,16.96,13.001,19.499,14.312
2006-04-06,9.601,7.095,8.093,8.523
2006-04-07,7.328,5.556,9.753,7.244
2006-04-08,7.12,4.805,10.311,6.789
2006-04-09,6.354,4.261,7.04,6.018
2006-04-10,6.005,3.941,7.412,5.627
2006-04-11,4.883,3.881,6.607,5.237
2006-04-12,5.288,3.759,7.096,5.238
2006-04-13,5.63,3.6,7.461,7.336
2006-04-14,7.611,4.381,8.107,6.216
2006-04-15,7.813,4.22,8.851,6.926
2006-04-16,6.496,5.489,10.036,8.966
2006-04-17,7.542,5.306,11.045,7.996
2006-04-18,5.626,4.283,7.655,6.374
2006-04-19,5.715,3.921,7.317,6.002
2006-04-20,6.345,4.021,8.253,5.958
2006-04-21,7.045,4.425,8.001,6.224
2006-04-22,7.211,4.349,8.717,6.465
2006-04-23,6.756,4.078,7.078,6.117
2006-04-24,6.219,3.731,6.549,5.77
2006-04-25,6.484,3.93,5.598,5.945
2006-04-26,7.254,4.343,9.234,6.606
2006-04-27,8.416,4.902,12.108,9.554
2006-04-28,10.394,5.995,13.614,9.952
2006-04-29,10.564,7.4,15.703,11.528
2006-04-30,13.356,7.968,15.637,11.823
2006-05-01,13.701,8.297,14.414,11.089
2006-05-02,13.62,8.165,14.519,10.287
2006-05-03,13.29,7.567,14.157,9.826
2006-05-04,12.234,7.107,13.25,8.679
2006-05-05,11.171,6.735,12.235,8.566
2006-05-06,11.989,7.002,12.792,8.621
2006-05-07,12.688,7.421,12.718,8.835
2006-05-08,13.604,8.119,14.008,9.021
2006-05-09,14.74,8.158,14.355,9.416
2006-05-10,14.714,8.55,14.336,9.416
2006-05-11,15.368,8.875,15.088,9.332
2006-05-12,15.819,8.988,14.393,9.777
2006-05-13,16.411,9.37,15.346,9.785
2006-05-14,17.88,9.712,15.655,9.727
2006-05-15,18.325,9.885,16.875,10.105
2006-05-16,17.21,10.364,17.442,10.544
2006-05-17,18.324,10.448,18.143,10.735
2006-05-18,19.483,10.32,19.105,12.037
2006-05-19,19.549,10.534,18.798,11.557
2006-05-20,19.918,9.879,19.006,10.247
2006-05-21,18.742,11.296,16.371,11.154
2006-05-22,17.242,9.135,14.583,8.907
2006-05-23,12.023,6.124,7.995,8.124
2006-05-24,11.312,6.418,9.81,6.827
2006-05-25,11.78,6.954,12.284,7.217
2006-05-26,13.489,7.07,11.871,6.456
2006-05-27,12.52,5.989,10.553,6.033
2006-05-28,9.671,4.498,6.775,4.717
2006-05-29,8.644,4.138,6.17,4.297
2006-05-30,9.284,4.799,7.527,4.462
2006-05-31,10.801,5.729,9.966,6.131
2006-06-01,12.333,6.4,11.633,5.605
2006-06-02,13.871,7.095,12.773,6.188
2006-06-03,15.424,7.823,13.84,6.591
2006-06-04,17.092,8.53,15.248,7.009
2006-06-05,17.542,8.46,14.205,7.22
2006-06-06,18.147,8.352,15.386,7.23
2006-06-07,17.354,7.717,15.883,6.544
2006-06-08,16.482,7.117,13.421,6.803
2006-06-09,15.36,6.567,12.659,6.802
2006-06-10,14.064,6.029,12.307,5.116
2006-06-11,13.364,5.741,11.014,4.954
2006-06-12,13.158,5.423,11.11,4.83
2006-06-13,11.541,4.63,9.958,4.327
2006-06-14,9.204,3.934,7.303,3.79
2006-06-15,9.423,3.936,7.85,3.791
2006-06-16,10.249,4.56,8.205,3.284
2006-06-17,11.307,5.056,10.407,3.632
2006-06-18,12.325,5.058,9.56,4.118
2006-06-19,12.969,4.939,9.976,3.68
2006-06-20,12.59,4.611,10.029,3.706
2006-06-21,12.205,4.504,10.016,3.803
2006-06-22,12.575,4.603,10.131,3.927
2006-06-23,12.039,4.535,10.418,3.662
2006-06-24,11.991,4.216,10.228,3.359
2006-06-25,11.281,4.058,10.01,3.389
2006-06-26,11.072,3.793,9.566,2.841
2006-06-27,10.372,3.718,8.132,2.671
2006-06-28,10.162,3.911,8.283,2.764
2006-06-29,9.901,3.257,7.729,2.934
2006-06-30,9.191,2.864,7.488,2.533
2006-07-01,9.165,2.741,6.67,2.345
2006-07-02,9.272,2.687,6.6,2.351
2006-07-03,8.605,2.264,6.361,2.085
2006-07-04,7.733,2.144,5.432,1.865
2006-07-05,7.782,2.09,5.613,1.794
2006-07-06,6.991,2.093,5.161,1.616
2006-07-07,6.49,1.787,4.497,1.736
2006-07-08,5.778,1.616,4.367,1.574
2006-07-09,5.849,1.47,4.175,1.545
2006-07-10,5.169,1.489,3.674,1.327
2006-07-11,5.327,1.383,3.729,1.138
2006-07-12,5.192,1.365,3.87,1.346
2006-07-13,4.863,1.21,2.986,1.162
2006-07-14,4.499,1.082,2.859,1.163
2006-07-15,4.338,1.063,2.723,1.038
2006-07-16,4.228,1.041,2.18,1.038
2006-07-17,3.868,1.116,2.571,1.112
2006-07-18,4.801,1.091,2.409,1.016
2006-07-19,3.667,1.247,2.702,0.946
2006-07-20,4.863,1.239,3.03,1.026
2006-07-21,5.453,2.048,2.718,1.214
2006-07-22,4.858,1.326,2.165,1.001
2006-07-23,5.508,1.114,2.381,0.805
2006-07-24,5.182,1.047,2.535,0.806
2006-07-25,4.632,0.959,1.826,0.61
2006-07-26,4.342,0.845,1.409,0.657
2006-07-27,3.448,0.688,1.664,0.658
2006-07-28,3.691,0.681,1.224,0.488
2006-07-29,2.798,0.598,0.889,0.327
2006-07-30,3.064,0.569,1.177,0.29
2006-07-31,2.719,0.51,0.818,0.29
2006-08-01,2.892,0.273,0.789,0.307
2006-08-02,2.363,0.351,0.628,0.307
2006-08-03,0.747,0.353,0.75,0.307
2006-08-04,1.904,0.335,0.642,0.559
2006-08-05,1.505,0.406,0.522,0.559
2006-08-06,1.615,0.315,0.984,0.278
2006-08-07,1.441,0.303,0.374,0.302
2006-08-08,1.309,0.395,0.702,0.364
2006-08-09,1.076,0.29,0.732,0.48
2006-08-10,1.382,0.084,0.607,0.317
2006-08-11,1.121,0.248,0.649,0.318
2006-08-12,0.923,0.286,0.203,0.283
2006-08-13,0.924,0.171,0.4,0.283
2006-08-14,1.054,0.215,0.353,0.309
2006-08-15,0.895,0.226,0.31,0.245
2006-08-16,0.648,0.212,0.337,0.254
2006-08-17,0.649,0.214,0.302,0.29
2006-08-18,0.913,0.191,0.222,0.29
2006-08-19,0.715,0.17,0.231,0.304
2006-08-20,0.811,0.19,0.336,0.126
2006-08-21,0.649,0.17,0.302,0.126
2006-08-22,0.721,0.166,0.355,0.239
2006-08-23,0.722,0.16,0.215,0.135
2006-08-24,0.672,0.148,0.355,0.028
2006-08-25,0.518,0.125,0.419,0.289
2006-08-26,0.709,0.14,0.482,0.291
2006-08-27,0.722,0.188,0.37,0.279
2006-08-28,0.567,0.015,0.241,0.374
2006-08-29,0.505,0.154,0.222,0.202
2006-08-30,0.53,0.118,0.026,0.266
2006-08-31,0.518,0.109,0.162,0.417
2006-09-01,0.53,0.119,0.243,0.365
2006-09-02,0.465,0.092,0.293,0.442
2006-09-03,0.414,0.135,0.266,0.305
2006-09-04,0.492,0.0,0.191,0.305
2006-09-05,0.674,0.117,0.172,0.309
2006-09-06,0.431,0.138,0.197,0.13
2006-09-07,0.512,0.088,0.186,0.131
2006-09-08,0.416,0.092,-0.004,0.227
2006-09-09,0.485,0.11,0.333,0.228
2006-09-10,0.385,0.034,0.483,0.205
2006-09-11,0.386,0.136,0.247,0.341
2006-09-12,0.432,0.07,-0.104,0.341
2006-09-13,0.265,0.058,0.273,0.232
2006-09-14,0.459,0.07,-0.03,0.232
2006-09-15,0.29,0.056,-0.014,0.134
2006-09-16,0.227,0.054,0.725,0.135
2006-09-17,0.357,0.07,-0.277,0.322
2006-09-18,0.376,0.0,0.39,0.382
2006-09-19,0.354,0.04,-0.155,0.68
2006-09-20,0.445,0.146,-0.012,0.399
2006-09-21,1.158,0.094,0.577,0.4
2006-09-22,-0.585,0.087,-0.042,0.237
2006-09-23,0.375,0.042,0.082,0.219
2006-09-24,0.326,0.05,0.256,0.324
2006-09-25,0.2,0.067,-0.013,0.427
2006-09-26,0.568,0.041,0.51,0.496
2006-09-27,0.416,0.0,-0.053,0.496
2006-09-28,0.268,0.095,-0.15,0.208
2006-09-29,-0.042,0.035,0.518,0.316
2006-09-30,0.343,0.053,-0.252,0.235
2006-10-01,0.201,0.0,0.475,0.363
2006-10-02,0.275,0.121,0.326,0.891
2006-10-03,0.308,0.151,-0.059,0.493
2006-10-04,0.286,0.206,0.36,0.287
2006-10-05,0.425,0.129,0.423,0.287
2006-10-06,0.431,0.153,0.233,0.287
2006-10-07,0.262,0.097,0.578,-0.148
2006-10-08,0.235,0.141,-0.011,0.557
2006-10-09,0.235,0.04,0.574,0.59
2006-10-10,0.426,0.108,-0.079,0.17
2006-10-11,0.234,0.111,0.303,0.462
2006-10-12,0.327,0.07,-0.15,0.33
2006-10-13,0.448,0.07,0.387,0.339
2006-10-14,0.434,0.083,-0.159,0.376
2006-10-15,0.244,0.135,-0.201,0.377
2006-10-16,0.172,0.06,0.106,0.305
2006-10-17,0.806,0.085,0.294,0.424
2006-10-18,0.404,0.069,0.063,-0.08
2006-10-19,0.264,0.154,0.06,-0.081
2006-10-20,0.188,0.082,0.187,-0.259
2006-10-21,0.471,0.089,0.374,-0.576
2006-10-22,0.596,0.0,-0.041,-0.576
2006-10-23,0.697,0.064,0.148,0.414
2006-10-24,0.405,0.106,0.267,0.105
2006-10-25,0.211,0.078,-0.214,0.393
2006-10-26,0.566,0.081,0.329,0.42
2006-10-27,0.123,0.102,-0.251,0.209
2006-10-28,0.248,0.098,0.544,0.196
2006-10-29,0.248,0.0,-0.244,0.196
2006-10-30,0.229,0.064,0.34,0.18
2006-10-31,0.254,0.098,-0.076,0.181
2006-11-01,-0.72,0.077,0.382,0.384
2006-11-02,0.482,0.078,0.006,-1.638
2006-11-03,0.195,0.075,0.335,0.42
2006-11-04,0.312,0.068,-0.056,0.27
2006-11-05,0.131,0.12,0.483,0.16
2006-11-06,0.3,0.087,-0.219,-1.036
2006-11-07,0.317,0.096,0.319,0.107
2006-11-08,0.302,0.107,-0.093,-0.448
2006-11-09,0.177,0.027,0.401,0.118
2006-11-10,0.227,0.121,-0.144,0.164
2006-11-11,0.6,0.079,0.469,0.245
2006-11-12,-0.509,0.083,0.025,0.201
2006-11-13,0.148,0.425,1.093,0.816
2006-11-14,0.789,0.214,1.818,0.825
2006-11-15,1.468,0.234,0.689,0.825
2006-11-16,-0.772,0.2,0.437,0.536
2006-11-17,0.351,0.096,0.386,0.477
2006-11-18,0.291,0.171,-0.221,0.302
2006-11-19,0.341,0.111,0.556,0.247
2006-11-20,0.303,0.139,0.007,-0.107
2006-11-21,0.253,0.126,0.48,0.267
2006-11-22,0.253,0.104,-0.038,0.157
2006-11-23,0.218,0.099,0.154,0.264
2006-11-24,0.205,0.093,0.306,0.179
2006-11-25,0.254,0.124,-0.23,0.287
2006-11-26,0.307,0.183,0.278,0.287
2006-11-27,0.352,0.0,0.375,0.305
2006-11-28,0.213,0.0,0.319,0.305
2006-11-29,0.298,0.104,-0.234,0.202
2006-11-30,0.221,0.125,0.219,0.247
2006-12-01,0.464,0.092,0.246,0.217
2006-12-02,0.115,0.13,0.344,0.169
2006-12-03,0.347,0.076,-0.158,0.198
2006-12-04,0.263,0.0,0.292,0.198
2006-12-05,0.247,0.108,0.196,0.226
2006-12-06,0.358,0.108,0.244,0.215
2006-12-07,0.258,0.188,-0.338,0.187
2006-12-08,0.204,0.127,0.251,0.196
2006-12-09,0.507,0.297,0.957,1.078
2006-12-10,0.715,0.0,1.059,0.922
2006-12-11,0.439,0.0,0.403,0.632
2006-12-12,0.516,0.22,0.601,0.871
2006-12-13,0.412,0.348,0.705,0.728
2006-12-14,0.411,0.107,0.802,0.434
2006-12-15,0.417,0.209,0.599,0.577
2006-12-16,0.568,0.196,0.749,0.511
2006-12-17,0.345,0.172,0.545,0.492
2006-12-18,0.184,0.17,0.346,0.316
2006-12-19,0.583,0.123,0.397,0.391
2006-12-20,0.202,0.159,0.341,0.453
2006-12-21,0.38,0.333,0.496,0.703
2006-12-22,0.71,0.245,0.846,0.623
2006-12-23,0.574,0.275,0.593,0.403
2006-12-24,0.391,0.243,0.543,0.408
2006-12-25,0.455,0.245,0.039,0.387
2006-12-26,0.481,0.35,0.489,0.629
2006-12-27,1.054,0.48,2.153,1.468
2006-12-28,0.33,0.32,0.285,0.359
2006-12-29,0.479,0.225,0.892,0.531
2006-12-30,0.429,0.248,-0.017,0.536
2006-12-31,0.408,0.162,0.642,0.299
2007-01-01,0.812,0.225,0.671,0.46
2007-01-02,-0.002,0.222,-0.085,0.359
2007-01-03,0.474,0.194,0.521,0.432
2007-01-04,1.014,0.501,2.655,1.869
2007-01-05,0.619,0.597,1.245,0.61
2007-01-06,0.468,0.319,0.39,1.011
2007-01-07,0.504,0.305,0.642,0.572
2007-01-08,0.549,0.311,0.891,0.485
2007-01-09,0.435,0.281,0.331,0.703
2007-01-10,0.416,0.192,0.125,0.444
2007-01-11,0.336,0.214,0.323,0.486
2007-01-12,0.531,0.2,0.12,0.339
2007-01-13,0.247,0.19,0.069,0.195
2007-01-14,0.268,0.18,0.473,0.3
2007-01-15,0.333,0.168,0.171,0.43
2007-01-16,0.32,0.181,-0.195,0.317
2007-01-17,0.279,0.18,0.797,0.456
2007-01-18,0.266,0.16,0.172,0.294
2007-01-19,0.342,0.181,0.43,0.44
2007-01-20,0.343,0.151,-0.025,0.267
2007-01-21,0.463,0.131,0.369,0.355
2007-01-22,0.312,0.185,0.545,0.4
2007-01-23,0.287,0.155,-0.05,0.4
2007-01-24,0.409,0.176,0.606,0.352
2007-01-25,0.346,0.129,0.094,0.276
2007-01-26,0.178,0.175,0.676,0.277
2007-01-27,0.461,0.205,0.471,0.259
2007-01-28,0.518,0.204,0.478,0.525
2007-01-29,0.16,0.201,-0.004,0.525
2007-01-30,0.216,0.153,0.386,0.374
2007-01-31,0.333,0.152,0.601,0.341
2007-02-01,0.185,0.156,0.249,0.539
2007-02-02,0.265,0.128,-0.004,0.408
2007-02-03,0.217,0.176,0.471,0.244
2007-02-04,0.299,0.161,0.431,0.331
2007-02-05,0.457,0.181,0.273,0.383
2007-02-06,0.339,0.189,0.276,0.34
2007-02-07,0.608,0.258,0.934,0.458
2007-02-08,0.517,0.27,0.589,0.778
2007-02-09,0.496,0.467,1.422,1.497
2007-02-10,1.474,1.139,4.555,2.967
2007-02-11,3.04,2.441,7.431,5.22
2007-02-12,1.263,0.932,2.801,1.241
2007-02-13,0.901,0.631,1.357,1.264
2007-02-14,0.73,0.467,1.238,1.118
